,title,guid,specialization,city,companyName,totalCompensation,totalCompensationNumber,totalCompensationDetails,baseSalary,baseSalaryNumber,oldYearForData,otherContext
1066,Engineering Manager,3dkusrfsf8emx0c7zxiil,,Amsterdam,Booking.com,"€163,000",163000,"€114K salary, €29K bonus, €20K equity/year","€9,500/month",114000,2021,
1067,Software Engineer,6xkup3wyz6lrymaz8b30a,,Amsterdam (hybrid option),Beat,"€75,500",75500,"€72K salary, €4K bonus","€6,000/month",72000,2021,
1068,Software Development Manager,rnkuns4x15lpnfkzount,,Rotterdam (flexible days),Mendix,"€105,000",105000,"€100K salary, €5K bonus, €12K benefits","€8,333/month",100000,2021,
1069,Software Developer,xbkun2n11rq7sssnck66i,,Enschede (hybrid option),🔒 Fintech industry,"€49,900",49900,"€50K salary, €3K benefits","€4,159/month",49900,2021,
1070,Engineering Manager,yskufuipehjhqu56jehva,,Netherlands,🔒 Sportstech Company,"€77,500",77500,"€70K salary, €5K bonus, €2K equity/year","€5,850/month",70000,2021,
1071,Software Engineer III,a1kueh57o6i0i59cbjwhb,,Amsterdam (flexible days),Leaseweb,"€83,000",83000,"€75K salary, €5K bonus, €3K equity/year, €5K relocation","€6,210/month",74500,2021,
1072,Software Engineer III,20kuaz7zkxps7ucjjk3,,Amsterdam (flexible days),Leaseweb,"€81,500",81500,"€71K salary, €7K bonus, €3K equity/year, €5K relocation","€5,940/month",71500,2021,
1073,Senior Software Engieer,vgkuazfdgduiwrr3r0yb,,Rotterdam,🔒 IoT company,"€66,000",66000,€66K salary,"€5,500/month",66000,2021,
1074,Senior Desktop Engineer,dykuaznsmtqt162errcrm,,Amsterdam (hybrid option),🔒 Utilities company,"€62,500",62500,€63K salary,"€5,227/month",62500,2021,
1075,Tech Lead,jfkub08comto60dgio2sa,,Flexible days,Priva,"€54,000",54000,"€53K salary, €1K bonus","€4,446/month",53500,2021,
1076,Security Analist,1ikub3dtgs8dxke9kqhoi,,Hybrid option,🔒 Government Organization,"€54,500",54500,€54K salary,"€4,536/month",54500,2021,
1077,Team Lead,loku876suk7ybpxmepoji,,Rotterdam,Mendix,"€82,000",82000,€82K salary,"€6,842/month",82000,2021,
1078,Staff Data Scientist,x1ku8o6lb7zmluifhyob,,Remote from anywhere,Shopify,"€203,000",203000,"€130K salary, €74K equity/year, €4K benefits","€10,800/month",130000,2021,
1079,Software Engineer,2mku5n4mu0vfypq44x7sd,,Amsterdam,Adyen,"€80,000",80000,€80K salary,"€6,667/month",80000,2021,
1080,Director of Engineering,jeku1pcpbe5kufj6702p5,,,Booking.com,"€238,000",238000,"€140K salary, €49K bonus, €49K equity/year, €3K benefits","€11,667/month",140000,2021,
1081,Team Lead,5ukty3k3xg6725do78mro,,Flexible days,🔒 High-growth startup,"€116,000",116000,€116K salary,"€9,667/month",116000,2021,
1082,Embedded Software Engineer,kqlfvqasceqbko2hfz1p,,Eindhoven,IMEC-NL,"€50,000",50000,"€48K salary, €2K bonus","€4,000/month",48000,2023,
1083,ML Engineer ,halfu5e3bt7wdirpj1e3y,,Amsterdam (flexible days),International Startup,"€87,500",87500,"€81K salary, €7K equity/year","€6,750/month",81000,2022,
1084,Senior Engineering Manager,o6lfu8x7pagsswzpd9fak,,Hybrid option,TomTom,"€178,000",178000,"€145K salary, €18K bonus, €15K sign-on","€12,083/month",145000,2023,
1085,Sales Development Representative,qplfrzd1vjdj72l6c1xgd,,France (hybrid option),Snowflake,"€76,000",76000,"€49K salary, €21K bonus, €6K equity/year","€4,083/month",49000,2023,
1086,Senior Software Engineer,3tkty5u1neo2jva82k6w,,Utrecht (remote from anywhere),🔒 Series B Startup,"€90,000",90000,"€90K salary, €1K benefits","€7,500/month",90000,2021,
1087,Software Developer,nzktxclr3ax9bl1i06tee,Medior,Rotterdam (flexible days),Coolblue,"€48,000",48000,"€48K salary, €3K relocation","€4,000/month",48000,2021,
1088,Lead Architect,ayktxf73vwynfg4hr8ch,,Amsterdam (hybrid option),Boeing,"€83,000",83000,"€80K salary, €3K bonus","€6,667/month",80000,2020,
1089,Senior Software Engineer II,04ktvv4aze8v22rad7u83,,Amsterdam (flexible days),Dott,"€95,000",95000,"€95K salary, €1K benefits","€7,917/month",95000,2021,
1090,🔒 Senior-level position within software engineering,j6kttyk0glxixibb63n6r,,Amsterdam (flexible days),ING,"€96,000",96000,"€96K salary, €6K benefits","€8,000/month",96000,2021,
1091,🔒 Senior-level position within engineering management,hsktu7t71fmpb09nkbhfb,,Flexible days,IKEA,"€135,000",135000,"€116K salary, €19K bonus","€9,667/month",116000,2021,
1092,Senior Developer,q6ktonqhrt2o8873kgbpw,,Amsterdam,🔒 Financial data provider,"€100,000",100000,"€83K salary, €12K bonus, €5K equity/year","€6,917/month",83000,2021,
1093,Software Engineer,75kth3t3wfmdmax2exnle,,Amsterdam,Adyen,"€54,000",54000,"€50K salary, €4K equity/year","€4,167/month",50000,2020,
1094,🔒 Mid-level position within software engineering,o1ktfnd68cxwuqgfq6px,,Amsterdam,Adidas,"€60,500",60500,"€55K salary, €6K bonus","€4,583/month",55000,2021,
1095,Software Engineer,txktbgur2s4z426duiwg,,Amsterdam,Databricks,"€168,000",168000,"€83K salary, €10K bonus, €8K sign-on, €66K equity/year, €8K relocation","€6,917/month",83000,2021,
1096,IT Director,3bktcsd47vss3d2qbfevi,,Flexible days,🔒 Information services provider,"€139,000",139000,"€107K salary, €32K bonus","€8,917/month",107000,2020,
1097,Data Scientist,qukt9pnlghrwcugj4hoj,,‘s-Hertogenbosch (flexible days),🔒 E-commerce industry,"€50,000",50000,"€50K salary, €1K benefits","€4,170/month",50000,2021,
1098,Head of Services,kpkt819nqpeg5aquaasym,,,🔒 Large software corporation,"€230,000",230000,"€200K salary, €30K bonus","€16,667/month",200000,2021,
1099,Senior Software Engineer ,5wkt8xtmfabx1rig3zjo7,,Amsterdam (flexible days),Catawiki,"€80,000",80000,"€80K salary, €6K relocation","€6,667/month",80000,2021,
1100,Security Specialist,7zkt7om5jg3qrrqedsfoy,,Amsterdam,🔒 Security industry,"€39,600",39600,€40K salary,"€3,300/month",39600,2021,
1101,🔒 Senior-level position within software engineering,l5kt7ltxqwyj8op5onfhd,,Remote (remote from anywhere),GitLab,"€69,500",69500,€70K salary,"€5,792/month",69500,2021,
1102,Senior Software Engineer ,ctkt2m2ivc7p4a85lx02m,,Amsterdam,🔒 Machine learning industry,"€68,500",68500,"€65K salary, €3K bonus","€5,445/month",65500,2021,
1103,Senior DevOps Engineer,98kt1i7sg403b321zds7p2,,Eindhoven (remote within country),🔒 Multinational coorporation,"€78,000",78000,€78K salary,"€6,500/month",78000,2021,
1104,🔒 Senior-level position within software engineering,erkt5oei5ur3arnt6pnmo,,,Uber,"€173,000",173000,"€110K salary, €25K bonus, €15K sign-on, €23K equity/year, €10K relocation","€9,167/month",110000,2021,
1105,Software Development Manager,vtkt1k4kdtqvamyph33zc,,Rotterdam (remote within country),Mendix,"€79,500",79500,"€74K salary, €5K bonus","€6,200/month",74500,2021,
1106,Chapter Leader,qdkt1fqn2h185gkc2s0hm,,Amsterdam,🔒 FinTech industry,"€150,000",150000,"€100K salary, €50K equity/year","€8,333/month",100000,2021,
1107,Senior Software Engineer,wlkt62y45ykbkzbtr9ueg,,Utrecht,Bol.com,"€81,500",81500,"€74K salary, €7K bonus","€6,156/month",74000,2021,
1108,🔒 Senior-level position within software engineering,79ksyfgox3ab8b0woo2o5,,,Catawiki,"€87,500",87500,"€81K salary, €7K bonus","€6,752/month",81000,2021,
1109,Data Scientist,yqksyp6bknfaa4ndj16hu,,Amsterdam (flexible days),🔒 Manufacturing tech company,"€87,000",87000,"€65K salary, €22K bonus","€5,417/month",65000,2021,
1110,Software Engineer,gekszamjwzcwoikayly8,,,eBay,"€103,000",103000,"€94K salary, €9K bonus","€7,833/month",94000,2021,
1111,Lecturer/Researcher 1,7gkswwlouyuk6lukkak6l,,Enschede,🔒 University,"€56,000",56000,"€52K salary, €4K bonus","€4,325/month",52000,2020,
1112,Mission Critical Engineer,mrksuwldoobelqeckx7ai,,,Schuberg Philis,"€77,500",77500,"€68K salary, €10K bonus","€5,625/month",67500,2021,
1113,Senior Data Analyst,1mkssc2n3ekbhftxi8bx,,amsterdam,Booking.com,"€80,000",80000,€80K salary,"€6,667/month",80000,2021,
1114,DevOps Engineer,a2kssr9haen4adue0ectk,,Eindhoven,🔒 Financial services,"€57,000",57000,€57K salary,"€4,758/month",57000,2021,
1115,Mission Critical Engineer,3sksrg69rrxu6tj2cwdq,,Amsterdam (hybrid option),Schuberg Philis,"€81,500",81500,"€71K salary, €11K bonus, €5K relocation","€5,917/month",71000,2021,
1116,Infrastructure Engineer,w9ksrhyivhigaff5b4nza,,Eindhoven,🔒 Developer consultancy,"€58,500",58500,"€58K salary, €3K benefits","€4,860/month",58500,2020,
1117,Senior Software Engineer,2pksqlgjpugc3sbc26qoe,,Amsterdam,Booking.com,"€120,000",120000,"€99K salary, €15K bonus, €7K equity/year, €1K benefits","€8,250/month",99000,2021,
1118,Senior Software Engineer,q4ksoghpriul1ayf24tt,,Amsterdam (hybrid option),🔒 Legal tech industry,"€92,500",92500,"€85K salary, €8K equity/year","€7,083/month",85000,2021,
1119,Senior Software Engineer,6vksq4jzrm95rzfy37w3w,,Amsterdam,🔒 Streaming Company,"€133,000",133000,€133K salary,"€11,083/month",133000,2021,
1120,Senior Product Manager,g1ksp3532onjdn90419c,,Amsterdam (flexible days),Booking.com,"€133,000",133000,"€100K salary, €20K bonus, €13K equity/year, €5K relocation","€8,333/month",100000,2021,
1121,Advisor Mobility and Data,d0lfo3x2i7j7zwedvqdpr,,Haarlem (flexible days),Iv infra,"€36,000",36000,€36K salary,"€3,000/month",36000,2023,
1122,Software Engineer Intern ,xtksn20sqcbu5wqg5ois8,,,Optiver,"€75,000",75000,€75K salary,"€6,250/month",75000,2021,
1123,IT Dev Engineer,ksjqwehb5slotwy70aj,Android,Hybrid option,ING,"€78,000",78000,€78K salary,"€6,500/month",78000,2021,
1124,Security Consultant,ksk25vvpq4c9p92a04,,Amsterdam (flexible days),🔒 Developer agency,"€73,000",73000,"€73K salary, €10K benefits","€6,100/month",73000,2021,
1125,Engineering Manager,ksk4s7u366qyirt9ehy,,Hoofddorp,YoungCapital,"€71,000",71000,€71K salary,"€5,917/month",71000,2020,
1126,Software Engineer II,ksiowakmwmg7bo287m,,Amsterdam,eBay,"€120,000",120000,"€95K salary, €10K bonus, €5K sign-on, €10K equity/year","€7,917/month",95000,2021,
1127,Product Engineer,ksiqn48utangbw5m5fq,,Remote from anywhere,🔒 Design Tool,"€70,500",70500,"€64K salary, €6K bonus","€5,333/month",64000,2021,
1128,Software Engineer,ksit51dad0e5u2k2s5e,,Voorburg,Mendix,"€43,200",43200,€43K salary,"€3,600/month",43200,2021,
1129,Software Engineer,ksj3xxa6wmzt22dw2ti,,Amsterdam,DAZN,"€70,000",70000,"€70K salary, €2K relocation","€5,833/month",70000,2019,
1130,Software Engineer,ksji64skj47o2t0cfzl,,Amsterdam,Qwic,"€57,000",57000,€57K salary,"€4,750/month",57000,2020,
1131,Solution Architect,ksj6myspbjh5u1bne7w,,Utrecht (flexible days),Rabobank,"€103,000",103000,"€94K salary, €9K bonus","€7,792/month",93500,2020,
1132,🔒 Senior-level position within software engineering,ksji7fqpd1s5p33d0mh,,Amsterdam,Databricks,"€147,000",147000,"€80K salary, €10K bonus, €7K sign-on, €50K equity/year, €7K relocation","€6,667/month",80000,2021,
1133,Senior Team Lead,ksjc0yeeys57f53gf8j,,Flexible days,Just Eat Takeaway.com,"€74,000",74000,€74K salary,"€6,167/month",74000,2021,
1134,Lead Engineer ,kshi6b3cuo81bqhb3q9,,Den Hague,🔒 Post services,"€90,000",90000,"€88K salary, €3K bonus","€7,292/month",87500,2021,
1135,Senior Data Scientist ,kshfmucpo3rwy5579fi,,Amsterdam (hybrid option),ABN AMRO,"€100,000",100000,€100K salary,"€8,333/month",100000,2021,
1136,Software Engineer,kshgivu47ex7qk7ktrj,,Amsterdam,Adyen,"€96,000",96000,"€94K salary, €2K equity/year","€7,833/month",94000,2020,
1137,Software Specialist,kshjq4t442ebvus2aoq,,Eindhoven,Vanderlande,"€77,000",77000,€77K salary,"€6,417/month",77000,2021,
1138,🔒 Senior-level position within software engineering,kshme8ix4ditsec0hh5,,Flexible days,Databricks,"€167,000",167000,"€88K salary, €11K bonus, €68K equity/year, €3K benefits","€7,333/month",88000,2021,
1139,Software Development Manager,ksfurogaa4iobeytx3,,Rotterdam (hybrid option),Mendix,"€92,000",92000,"€87K salary, €5K bonus, €18K benefits","€7,250/month",87000,2021,
1140,ICT architect,ksep3dgffrc9zk2pzuk,,,🔒 Local Startup,"€73,500",73500,"€65K salary, €9K bonus, €13K benefits","€5,400/month",65000,2021,
1141,Tech Lead,ksdohk7n58u8pe1sln8,,Amsterdam,Adyen,"€105,000",105000,€105K salary,"€8,750/month",105000,2017,
1142,Senior Treasury Manager,ksdotqxo2gey2125izm,,,Adyen,"€85,000",85000,€85K salary,"€7,083/month",85000,2021,
1143,Tech Lead,ksbr4og7n2dab51gx6,,Amsterdam,ING,"€96,000",96000,€96K salary,"€8,000/month",96000,2021,
1144,🔒 Senior-level position within software engineering,ksbg01sbff6xyzg7gcf,,Hybrid option,Mollie,"€120,000",120000,"€110K salary, €10K sign-on","€9,167/month",110000,2020,
1145,Tech Lead,ksc2o656l5ty07jcu2,,Amsterdam (flexible days),Miro,"€118,000",118000,€118K salary,"€9,833/month",118000,2020,
1146,Senior Support Account Manager,kseox0w8i37szxs6xoa,,Amsterdam,🔒 US-based big data company,"€298,000",298000,"€95K salary, €14K bonus, €189K equity/year","€7,917/month",95000,2020,
1147,Senior Software Engineer,kseury2mqf36rcq1ur,,Diemen,🔒 Financial services,"€60,000",60000,€60K salary,"€5,000/month",60000,2021,
1148,Software Engineer,ksdmqbawxd8lw552v,Backend,Remote (remote from anywhere),GitLab,"€93,500",93500,"€80K salary, €14K equity/year","€6,667/month",80000,2021,
1149,Team Lead Engineering,kshharwpjpf86x5r9de,,Amsterdam,DAZN,"€98,000",98000,"€85K salary, €13K bonus","€7,083/month",85000,2021,
1150,🔒 Senior-level position within software engineering,ksiwy4fpxwh3dmz0lrq,,Hybrid option,KPN,"€82,000",82000,€82K salary,"€6,833/month",82000,2022,
1151,Lead Data Engineers,zuksuidpk7ot1ny6wkuy,,,🔒 Airline,"€192,000",192000,€192K salary,"€15,960/month (€105/hour)",192000,2021,Freelance
1152,🔒 Senior-level position within software engineering,zzktb3hqxoevfvvz26lv,,Amsterdam,Databricks,"€156,000",156000,"€83K salary, €0K bonus, €8K sign-on, €65K equity/year, €8K relocation","€6,917/month",83000,2021,
1153,Senior Developer ,y4ktxhh7jo3lb9nje44h4,,,Booking.com,"€133,000",133000,"€100K salary, €20K bonus, €13K equity/year","€8,333/month",100000,2021,
1154,🔒 Senior-level position within software engineering,knkulezwpge3dvp5sbp0h,,Amsterdam,MessageBird,"€141,000",141000,"€73K salary, €68K equity/year","€6,083/month",73000,2021,
1155,Front End Lead,jgkv7zlihx77a3uffjkn,,Amsterdam (flexible days),Bunq,"€51,500",51500,€52K salary,"€4,300/month",51500,2021,
1156,iOS Developer,ksayc5a80a34h6jxmzfp,,Amsterdam (flexible days),🔒 Development agency,"€53,000",53000,"€53K salary, €2K benefits","€4,417/month",53000,2021,
1157,Software Engineer,ksayzmwhxw093eyqmtk,,Flexible days,🔒 Dutch bank startup,"€36,300",36300,€36K salary,"€3,024/month",36300,2021,
1158,Design Engineer 2,ksaahzl82oh83hatc6v,,Veldhoven (flexible days),ASML,"€76,000",76000,"€68K salary, €8K bonus","€5,667/month",68000,2020,
1159,CRM Manager,ksarhgn3jkt7wptrbli,,Hybrid option,Deloitte,"€70,500",70500,"€64K salary, €7K bonus","€5,300/month",63500,2021,
1160,Senior Support Engineer,ksaey64v3u545magyr4,,Rotterdam (hybrid option),🔒 Local Startup,"€64,000",64000,"€58K salary, €6K bonus, €0K benefits","€4,833/month",58000,2021,
1161,Senior Software Engineer,ksaeawljzqkf4n5yi3,,Amsterdam,TomTom,"€76,000",76000,€76K salary,"€6,333/month",76000,2020,
1162,Senior Software Engineer,ksarra4o2oi5c8x7tif,,,ING,"€100,000",100000,€100K salary,"€8,333/month",100000,2021,
1163,🔒 Senior-level position within software engineering,ks8yd35pciv3zl2718,,Amsterdam,Adyen,"€100,000",100000,"€100K salary, €3K relocation","€8,333/month",100000,2021,
1164,Senior Software Engineer,ks7g2pdxzhiecphuo4,,London (hybrid option),Early stage startup,"€85,500",85500,"€75K salary, €10K equity/year, €8K benefits","€6,276/month",75500,2021,
1165,Software Engineer,bnkybvbqsqqu37epikon,,Flexible days,Profitap,"€105,000",105000,"€60K salary, €45K bonus","€5,000/month",60000,2022,
1166,IT manager,5dkwv5uedsqrtt5wrj0gb,,,🔒 Recruitment industry,"€70,000",70000,€70K salary,"€5,833/month",70000,2021,
1167,Lead Designer,qbktch9z39958hue7fv1p,,Amsterdam (flexible days),🔒 Education industry,"€52,000",52000,€52K salary,"€4,333/month",52000,2021,
1168,Analyst,6glfl1f6u6ks1nxilne5,,Flexible days,Coolblue,"€52,000",52000,€52K salary,"€4,350/month",52000,2023,
1169,Software engineer,odlfk5rxxz7r14k77lsxj,,Amsterdam (flexible days),Microsoft,"€79,000",79000,"€70K salary, €7K bonus, €2K sign-on, €2K relocation","€5,833/month",70000,2023,
1170,Data Scientist ,pjlfic3qlwrj39jwz7dp9,,,Group M,"€48,600",48600,€49K salary,"€4,050/month",48600,2023,
1171,Senior Cloud Native Software Engineer,ptlfgnpau0ldj1dg2cd5r,,Arnhem (flexible days),OpenValue,"€80,500",80500,"€74K salary, €6K bonus","€6,200/month",74500,2023,
1172,Software Engineer,uklfgoazzz6beuoo1g4n,,Amsterdam (hybrid option),BUX,"€75,000",75000,€75K salary,"€6,250/month",75000,2022,
1173,Data Engineer I,dvlfgzi2c4pwx5eclczir,,Amsterdam (hybrid option),WeTransfer,"€75,500",75500,"€70K salary, €6K bonus, €2K benefits","€5,833/month",70000,2022,
