,Company,Level,Years of Experience,City,Total Compensation,Salary,netherlands
424,Adyen,Software Engineer,5  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | 666,7 | N/A",6.7,netherlands
425,Mollie,Senior Engineer,7  yrs,"Amsterdam, NH, Netherlands ","8,7 χιλ. | 416,7 | 416,7",8.7,netherlands
426,Evolution Gaming,L3,15  yrs,"Amsterdam, NH, Netherlands ","6,3 χιλ. | N/A | N/A",6.3,netherlands
427,LeasePlan,Senior,7  yrs,"Amsterdam, NH, Netherlands ",6 χιλ. | N/A | 1 χιλ.,6,netherlands
428,IMC,L1,0  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | N/A | 3,5 χιλ.",8.3,netherlands
429,Plumery,Principal Engineer,15  yrs,"Amsterdam, NH, Netherlands ",10 χιλ. | N/A | N/A,10,netherlands
430,Uber,Senior Software Engineer,12  yrs,"Amsterdam, NH, Netherlands ","11,3 χιλ. | 3,1 χιλ. | 1,4 χιλ.",11.3,netherlands
431,Elastic,C5,7  yrs,"The Hague, ZH, Netherlands ","8,3 χιλ. | 3,3 χιλ. | N/A",8.3,netherlands
432,Booking.com,G,12  yrs,"Amsterdam, NH, Netherlands ","10,1 χιλ. | 4 χιλ. | 2,8 χιλ.",10.1,netherlands
433,Nationale-Nederla...,Senior Engineer,8  yrs,"The Hague, ZH, Netherlands ","6,2 χιλ. | N/A | N/A",6.2,netherlands
434,WeTransfer,hidden,5-10  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | N/A | N/A",6.7,netherlands
435,Facebook,E5,13  yrs,"Amsterdam, NH, Netherlands ","11,3 χιλ. | 10 χιλ. | 2,1 χιλ.",11.3,netherlands
436,Adyen,L2,6  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | 833,3 | 1,3 χιλ.",6.7,netherlands
437,Amazon,SDE II,10  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | 1,7 χιλ. | N/A",6.7,netherlands
438,Accenture,Software Engineer Analyst,5  yrs,"Amsterdam, NH, Netherlands ",4 χιλ. | N/A | N/A,4,netherlands
439,Adidas,Software Engineer,13  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | N/A | N/A",6.7,netherlands
440,Miro,SWE II,12  yrs,"Amsterdam, NH, Netherlands ",8 χιλ. | 500 | N/A,8,netherlands
441,Eneco,Senior Data Engineer,10  yrs,"Rotterdam, ZH, Netherlands ","8,3 χιλ. | N/A | 1 χιλ.",8.3,netherlands
442,TKH AI,L3,0  yrs,"Amsterdam, NH, Netherlands ",1 χιλ. | N/A | N/A,1,netherlands
443,Rohill B.V.,-,3  yrs,"Hoogeveen, DR, Netherlands ","2,9 χιλ. | N/A | N/A",2.9,netherlands
444,Booking.com,E,4  yrs,"Amsterdam, NH, Netherlands ","6,9 χιλ. | N/A | 691,7",6.9,netherlands
445,IKEA,Senior Software Engineer,6  yrs,"Amsterdam, NH, Netherlands ","7,3 χιλ. | N/A | N/A",7.3,netherlands
446,Booking.com,F,10  yrs,"Amsterdam, NH, Netherlands ","8,7 χιλ. | 1,7 χιλ. | 1,3 χιλ.",8.7,netherlands
447,Adyen,Software Engineer,10  yrs,"Amsterdam, NH, Netherlands ","8,8 χιλ. | 1 χιλ. | N/A",8.8,netherlands
448,LessonUp,Medior,4  yrs,"The Hague, ZH, Netherlands ","5,8 χιλ. | N/A | N/A",5.8,netherlands
449,Voja Travel,-,0  yrs,"Utrecht, UT, Netherlands ",4 χιλ. | N/A | N/A,4,netherlands
450,Waes,Senior,9  yrs,"Eindhoven, NB, Netherlands ","7 χιλ. | N/A | 1,1 χιλ.",7,netherlands
451,Adyen,Software Engineer,5  yrs,"Amsterdam, NH, Netherlands ","8,7 χιλ. | 833,3 | N/A",8.7,netherlands
452,Chance,L2,3  yrs,"Utrecht, UT, Netherlands ",5 χιλ. | N/A | N/A,5,netherlands
453,Booking.com,F,5  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | 1,6 χιλ. | 1,3 χιλ.",8.3,netherlands
454,ING,Software Engineer 2,4  yrs,"Amsterdam, NH, Netherlands ","5,8 χιλ. | N/A | N/A",5.8,netherlands
455,Amazon,SDE II,10  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | 1,7 χιλ. | 416,7",8.3,netherlands
456,N/A,hidden,5-10  yrs,"Amsterdam, NH, Netherlands ","6,9 χιλ. | N/A | N/A",6.9,netherlands
457,Ahold Delhaize,Senior,9  yrs,"Amsterdam, NH, Netherlands ","5,5 χιλ. | N/A | 1,8 χιλ.",5.5,netherlands
458,Coolblue,L3,5  yrs,"Rotterdam, ZH, Netherlands ","6,3 χιλ. | N/A | N/A",6.3,netherlands
459,Ostrica,-,12  yrs,"Amsterdam, NH, Netherlands ","7,1 χιλ. | N/A | N/A",7.1,netherlands
460,Ahold Delhaize,Senior,7  yrs,"Amsterdam, NH, Netherlands ","7,1 χιλ. | N/A | 833,3",7.1,netherlands
461,Cutr,L2,7  yrs,"Amsterdam, NH, Netherlands ","7,5 χιλ. | 3,3 χιλ. | N/A",7.5,netherlands
462,Booking.com,G,20  yrs,"Amsterdam, NH, Netherlands ","10,2 χιλ. | 3,2 χιλ. | 2,1 χιλ.",10.2,netherlands
463,Adyen,hidden,5-10  yrs,"Amsterdam, NH, Netherlands ","8,6 χιλ. | 1,9 χιλ. | 1 χιλ.",8.6,netherlands
464,Uber,Senior Software Engineer,7  yrs,"Amsterdam, NH, Netherlands ","10,4 χιλ. | 8,4 χιλ. | 1 χιλ.",10.4,netherlands
465,Netcompany,L2,5  yrs,"Delft, ZH, Netherlands ","5,4 χιλ. | N/A | N/A",5.4,netherlands
466,Truvity,Principal Engineer,11+  yrs,"Amsterdam, NH, Netherlands ","12,4 χιλ. | N/A | 1,3 χιλ.",12.4,netherlands
467,Truvity,Principal Engineer,11+  yrs,"Amsterdam, NH, Netherlands ","12,4 χιλ. | N/A | 1,2 χιλ.",12.4,netherlands
468,TomTom,Software Engineer I,1  yr,"Amsterdam, NH, Netherlands ","5,4 χιλ. | N/A | N/A",5.4,netherlands
469,Fivetran,IC3,8  yrs,"Amsterdam, NH, Netherlands ","9,2 χιλ. | N/A | N/A",9.2,netherlands
470,TBAuctions,L2,8  yrs,"Amsterdam, NH, Netherlands ","6,5 χιλ. | N/A | N/A",6.5,netherlands
471,ABN AMRO,hidden,11+  yrs,"Amsterdam, NH, Netherlands ","11,7 χιλ. | N/A | 250",11.7,netherlands
472,Amazon,SDE II,5  yrs,"Amsterdam, NH, Netherlands ","10 χιλ. | 5,4 χιλ. | N/A",10,netherlands
473,Sam Solutions,L3,10  yrs,"The Hague, ZH, Netherlands ","6,1 χιλ. | N/A | N/A",6.1,netherlands
474,Shell Recharge So...,Engineer,8  yrs,"Amsterdam, NH, Netherlands ","5,4 χιλ. | N/A | 666,7",5.4,netherlands
475,JetBrains,hidden,5-10  yrs,"Amsterdam, NH, Netherlands ","8,9 χιλ. | N/A | 1,3 χιλ.",8.9,netherlands
476,DQ&A Group B.V.,-,7  yrs,"Voorburg, ZH, Netherlands ","6,1 χιλ. | N/A | N/A",6.1,netherlands
477,Booking.com,G,9  yrs,"Amsterdam, NH, Netherlands ","10,3 χιλ. | 3,2 χιλ. | 2,1 χιλ.",10.3,netherlands
478,Adyen,Software Engineer 2,10  yrs,"Amsterdam, NH, Netherlands ","8,1 χιλ. | 1,5 χιλ. | N/A",8.1,netherlands
479,N/A,hidden,11+  yrs,"Nijmegen, GE, Netherlands ",5 χιλ. | N/A | N/A,5,netherlands
480,Catawiki,Junior,0  yrs,"Amsterdam, NH, Netherlands ","4,2 χιλ. | N/A | N/A",4.2,netherlands
481,Booking.com,G,9  yrs,"Amsterdam, NH, Netherlands ","10,4 χιλ. | 1,2 χιλ. | 2,7 χιλ.",10.4,netherlands
482,Toloka AI,L4,7  yrs,"Amsterdam, NH, Netherlands ","10,1 χιλ. | 1,7 χιλ. | N/A",10.1,netherlands
483,Booking.com,F,6  yrs,"Amsterdam, NH, Netherlands ","8,2 χιλ. | 1,7 χιλ. | 1,2 χιλ.",8.2,netherlands
484,Booking.com,E,2  yrs,"Amsterdam, NH, Netherlands ","6,9 χιλ. | N/A | 691,7",6.9,netherlands
485,Booking.com,F,7  yrs,"Amsterdam, NH, Netherlands ","8,5 χιλ. | 1,6 χιλ. | 1,6 χιλ.",8.5,netherlands
486,Mollie,Senior Engineer,11  yrs,"Amsterdam, NH, Netherlands ","8,6 χιλ. | N/A | 583,3",8.6,netherlands
487,Qualcomm,Staff Engineer,7  yrs,"Amsterdam, NH, Netherlands ","7,6 χιλ. | 9,7 χιλ. | 2,7 χιλ.",7.6,netherlands
488,Thales,L3,4  yrs,"Hengelo, OV, Netherlands ","4,2 χιλ. | 80 | 41,7",4.2,netherlands
489,SecureOne Interna...,Senior,13  yrs,"Eindhoven, NB, Netherlands ","6,4 χιλ. | N/A | N/A",6.4,netherlands
490,Booking.com,H,15  yrs,"Amsterdam, NH, Netherlands ","12,9 χιλ. | 5 χιλ. | 3,3 χιλ.",12.9,netherlands
491,Uber,Software Engineer II,5  yrs,"Amsterdam, NH, Netherlands ","8,1 χιλ. | 1,9 χιλ. | 1,3 χιλ.",8.1,netherlands
492,SWIFT,Senior,6  yrs,"The Hague, ZH, Netherlands ","6,7 χιλ. | N/A | N/A",6.7,netherlands
493,NOS,L1,1  yr,"Hilversum, NH, Netherlands ","3,5 χιλ. | N/A | N/A",3.5,netherlands
494,Eurofins,Medior,4  yrs,"Rotterdam, ZH, Netherlands ",5 χιλ. | N/A | N/A,5,netherlands
495,ORTEC,L2,12  yrs,"Zoetermeer, ZH, Netherlands ","6,3 χιλ. | N/A | 500",6.3,netherlands
496,Backbase,L2,20  yrs,"Amsterdam, NH, Netherlands ","6,1 χιλ. | N/A | N/A",6.1,netherlands
497,Adidas,Senior Software Engineer,11  yrs,"Amsterdam, NH, Netherlands ","8 χιλ. | N/A | 1,2 χιλ.",8,netherlands
498,N/A,-,3  yrs,"Delft, ZH, Netherlands ",4 χιλ. | N/A | N/A,4,netherlands
499,TomTom,Software Engineer III,10  yrs,"Eindhoven, NB, Netherlands ","6,8 χιλ. | N/A | N/A",6.8,netherlands
500,Nebius,G17,8  yrs,"Amsterdam, NH, Netherlands ","11,6 χιλ. | 4,3 χιλ. | 2,5 χιλ.",11.6,netherlands
501,Mollie,Software Engineer 2,9  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | 250 | N/A",6.7,netherlands
502,Booking.com,Senior Software Engineer II,7  yrs,"Amsterdam, NH, Netherlands ","10,8 χιλ. | 3,2 χιλ. | 2,2 χιλ.",10.8,netherlands
503,Decathlon,L3,15  yrs,"Amsterdam, NH, Netherlands ","7,5 χιλ. | N/A | 416,7",7.5,netherlands
504,Forescout Technol...,Senior,6  yrs,"Eindhoven, NB, Netherlands ","6,5 χιλ. | N/A | 1 χιλ.",6.5,netherlands
505,Booking.com,F,5  yrs,"Amsterdam, NH, Netherlands ","8,4 χιλ. | 1,6 χιλ. | 1,3 χιλ.",8.4,netherlands
506,Neolpe,L3,6  yrs,"Amsterdam, NH, Netherlands ","7,7 χιλ. | N/A | N/A",7.7,netherlands
507,My.Games,L4,11  yrs,"Amsterdam, NH, Netherlands ","7,2 χιλ. | N/A | N/A",7.2,netherlands
508,My.games,Team Lead,10  yrs,"Amsterdam, NH, Netherlands ","7,2 χιλ. | N/A | N/A",7.2,netherlands
509,Altura,L2,5  yrs,"Amsterdam, NH, Netherlands ","3,6 χιλ. | N/A | N/A",3.6,netherlands
510,Bynder,Senior Software Engineer,7  yrs,"Rotterdam, ZH, Netherlands ","5,5 χιλ. | N/A | N/A",5.5,netherlands
511,Infor,Senior Software Engineer,9  yrs,"Barneveld, GE, Netherlands ","5,8 χιλ. | N/A | N/A",5.8,netherlands
512,Mews,L4,7  yrs,"Amsterdam, NH, Netherlands ","8,2 χιλ. | N/A | N/A",8.2,netherlands
513,Booking.com,G,18  yrs,"Amsterdam, NH, Netherlands ","10,4 χιλ. | 3,2 χιλ. | 2,2 χιλ.",10.4,netherlands
514,Uber,Senior Software Engineer,8  yrs,"Amsterdam, NH, Netherlands ","8,7 χιλ. | 1,2 χιλ. | 1,5 χιλ.",8.7,netherlands
515,IMC,L3,10  yrs,"Amsterdam, NH, Netherlands ","9,2 χιλ. | N/A | 6,7 χιλ.",9.2,netherlands
516,Booking.com,G,15  yrs,"Amsterdam, NH, Netherlands ","10 χιλ. | 3,2 χιλ. | 2 χιλ.",10,netherlands
517,N/A,hidden,0-1  yrs,"Delft, ZH, Netherlands ","3,6 χιλ. | N/A | N/A",3.6,netherlands
518,Mollie,Senior Engineer,10  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | N/A | 833,3",8.3,netherlands
519,Adyen,Senior Software Engineer,12  yrs,"Amsterdam, NH, Netherlands ","12,1 χιλ. | 2,3 χιλ. | 1 χιλ.",12.1,netherlands
520,Ahold Delhaize,Junior,4  yrs,"Zaandam, NH, Netherlands ","6,1 χιλ. | N/A | 366,6",6.1,netherlands
521,Adyen,Senior Software Engineer,15  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | N/A | N/A",8.3,netherlands
522,Booking.com,F,6  yrs,"Amsterdam, NH, Netherlands ","8,6 χιλ. | 524,9 | 1,2 χιλ.",8.6,netherlands
523,Achmea,Senior,7  yrs,"Apeldoorn, GE, Netherlands ","7,5 χιλ. | N/A | N/A",7.5,netherlands
524,ING,Software Engineer 4,10  yrs,"Amsterdam, NH, Netherlands ","7,8 χιλ. | N/A | N/A",7.8,netherlands
525,FareHarbor,L3,7  yrs,"Amsterdam, NH, Netherlands ","7,7 χιλ. | 1,7 χιλ. | 1 χιλ.",7.7,netherlands
526,LigoBv,L3,7  yrs,"Amsterdam, NH, Netherlands ","5,2 χιλ. | N/A | N/A",5.2,netherlands
527,Xebia,Senior,15  yrs,"Hilversum, NH, Netherlands ","7,2 χιλ. | N/A | 208,3",7.2,netherlands
528,Swisscom,Senior Software Engineer,10  yrs,"Rotterdam, ZH, Netherlands ","6,9 χιλ. | N/A | N/A",6.9,netherlands
529,Booking.com,F,7  yrs,"Amsterdam, NH, Netherlands ","8 χιλ. | 1,6 χιλ. | 1,2 χιλ.",8,netherlands
530,JetBrains,L6,15  yrs,"Amsterdam, NH, Netherlands ","11,7 χιλ. | N/A | 1 χιλ.",11.7,netherlands
531,Coolblue Energy,Senior,8  yrs,"Utrecht, UT, Netherlands ","5,9 χιλ. | N/A | N/A",5.9,netherlands
532,ABN AMRO,2,5  yrs,"Amsterdam, NH, Netherlands ","6,2 χιλ. | N/A | N/A",6.2,netherlands
533,Shell,JG2,8  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | N/A | N/A",6.7,netherlands
534,Picnic,L3,5  yrs,"Amsterdam, NH, Netherlands ","7,3 χιλ. | N/A | N/A",7.3,netherlands
535,Luxoft,L3,15  yrs,"Veldhoven, NB, Netherlands ","6,8 χιλ. | N/A | N/A",6.8,netherlands
536,Xebia,L2,4  yrs,"Amsterdam, NH, Netherlands ","6,3 χιλ. | N/A | N/A",6.3,netherlands
537,Hexagon AB,Implementation Consultant,9  yrs,"Amsterdam, NH, Netherlands ","6,4 χιλ. | N/A | N/A",6.4,netherlands
538,TKH AI,L3,0  yrs,"Amsterdam, NH, Netherlands ",1 χιλ. | N/A | N/A,1,netherlands
539,LeasePlan,Senior,9  yrs,"Amsterdam, NH, Netherlands ","8,2 χιλ. | N/A | 1 χιλ.",8.2,netherlands
540,Transfer Solutions,Entry,0  yrs,"Utrecht, UT, Netherlands ",3 χιλ. | N/A | N/A,3,netherlands
541,Wooms,L1,4  yrs,"Amsterdam, NH, Netherlands ","3,5 χιλ. | N/A | N/A",3.5,netherlands
542,Dutch Government,-,7  yrs,"The Hague, ZH, Netherlands ","6,2 χιλ. | N/A | N/A",6.2,netherlands
543,Shell Recharge So...,Lead,10  yrs,"Amsterdam, NH, Netherlands ","6,4 χιλ. | N/A | N/A",6.4,netherlands
544,Nationale-Nederla...,18,23  yrs,"The Hague, ZH, Netherlands ",7 χιλ. | N/A | N/A,7,netherlands
545,Knab,L3,3  yrs,"Amsterdam, NH, Netherlands ",5 χιλ. | N/A | N/A,5,netherlands
546,Booking.com,F,11  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | 1,7 χιλ. | 1,3 χιλ.",8.3,netherlands
547,Booking.com,F,7  yrs,"Amsterdam, NH, Netherlands ","8,2 χιλ. | 1,6 χιλ. | 833,3",8.2,netherlands
548,Brenntag,-,3  yrs,"Amsterdam, NH, Netherlands ","6,8 χιλ. | N/A | N/A",6.8,netherlands
549,N/A,-,15  yrs,"Enschede, OV, Netherlands ","5,5 χιλ. | N/A | N/A",5.5,netherlands
550,JetBrains,L3,7  yrs,"Amsterdam, NH, Netherlands ","9,2 χιλ. | N/A | N/A",9.2,netherlands
551,IMC,L3,3  yrs,"Amsterdam, NH, Netherlands ","9,2 χιλ. | N/A | 8,3 χιλ.",9.2,netherlands
552,Booking.com,F,10  yrs,"Amsterdam, NH, Netherlands ","9,7 χιλ. | 1,6 χιλ. | 1,4 χιλ.",9.7,netherlands
553,Ambassadors,-,3  yrs,"Amsterdam, NH, Netherlands ","3,8 χιλ. | N/A | N/A",3.8,netherlands
554,Knab,Senior,5-10  yrs,"Amsterdam, NH, Netherlands ","6,2 χιλ. | N/A | 479,2",6.2,netherlands
555,Sogyo,Trainee,1  yr,"De Bilt, UT, Netherlands ","2,9 χιλ. | N/A | N/A",2.9,netherlands
556,Amazon,SDE II,5  yrs,"Amsterdam, NH, Netherlands ","7,5 χιλ. | 2,9 χιλ. | 270,8",7.5,netherlands
557,flatexDEGIRO,hidden,5-10  yrs,"Amsterdam, NH, Netherlands ","6,2 χιλ. | N/A | N/A",6.2,netherlands
558,Miro,Senior SWE,10  yrs,"Amsterdam, NH, Netherlands ","10,6 χιλ. | 1,6 χιλ. | N/A",10.6,netherlands
559,Ahold Delhaize,T5,3  yrs,"Utrecht, UT, Netherlands ",5 χιλ. | N/A | N/A,5,netherlands
560,ICT Group,C,13  yrs,"Eindhoven, NB, Netherlands ","6,8 χιλ. | N/A | N/A",6.8,netherlands
561,Parkos,L4,10  yrs,"Amsterdam, NH, Netherlands ","3,9 χιλ. | N/A | N/A",3.9,netherlands
562,WeTransfer,Senior I,11+  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | N/A | N/A",8.3,netherlands
563,Acompany,L3,8  yrs,"Amsterdam, NH, Netherlands ","5,8 χιλ. | N/A | N/A",5.8,netherlands
564,ING,Software Engineer 3,7  yrs,"Amsterdam, NH, Netherlands ","7,5 χιλ. | N/A | N/A",7.5,netherlands
565,Xebia,L3,4  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | N/A | N/A",6.7,netherlands
566,Booking.com,G,8  yrs,"Amsterdam, NH, Netherlands ","9,7 χιλ. | 4 χιλ. | 1,9 χιλ.",9.7,netherlands
567,Booking.com,F,10  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | 1,7 χιλ. | 1,2 χιλ.",8.3,netherlands
568,Reaktor,L5,11+  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | N/A | 166,7",6.7,netherlands
569,N/A,hidden,2-4  yrs,"Delft, ZH, Netherlands ","4,1 χιλ. | N/A | N/A",4.1,netherlands
570,Adyen,Software Engineer,1  yr,"Amsterdam, NH, Netherlands ","5,2 χιλ. | 1 χιλ. | 1 χιλ.",5.2,netherlands
571,RH Marine,Junior Engineer,2  yrs,"Alphen Aan Den Rijn, ZH, Netherlands ",5 χιλ. | N/A | N/A,5,netherlands
572,Tesla,P3,5  yrs,"Amsterdam, NH, Netherlands ","7,8 χιλ. | 541,7 | N/A",7.8,netherlands
573,FareHarbor,Senior,10  yrs,"Amsterdam, NH, Netherlands ","6,5 χιλ. | N/A | 833,3",6.5,netherlands
574,SurePrep,-,1  yr,"Amsterdam, NH, Netherlands ","8,3 χιλ. | N/A | N/A",8.3,netherlands
575,Abcam,II,7  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | N/A | N/A",8.3,netherlands
576,WeTransfer,Software Engineer II,7  yrs,"Amsterdam, NH, Netherlands ","6,2 χιλ. | N/A | N/A",6.2,netherlands
577,Cargill,hidden,5-10  yrs,"Amsterdam, NH, Netherlands ","8,7 χιλ. | N/A | 1,5 χιλ.",8.7,netherlands
578,N/A,hidden,0-1  yrs,"Rotterdam, ZH, Netherlands ",5 χιλ. | N/A | 250,5,netherlands
579,Hexaware Technolo...,Senior Software Engineer,9  yrs,"Amsterdam, NH, Netherlands ","5,8 χιλ. | N/A | N/A",5.8,netherlands
580,Booking.com,F,5  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | 536,1 | 1,2 χιλ.",8.3,netherlands
581,Uber,Senior Software Engineer,11  yrs,"Amsterdam, NH, Netherlands ","10,8 χιλ. | 5,5 χιλ. | 2,5 χιλ.",10.8,netherlands
582,TMNL,L4,5-10  yrs,"Amsterdam, NH, Netherlands ","7,9 χιλ. | N/A | N/A",7.9,netherlands
583,MessageBird,L3,8  yrs,"Amsterdam, NH, Netherlands ","9,2 χιλ. | N/A | N/A",9.2,netherlands
584,Backbase,Senior Backend Engineer,10  yrs,"Amsterdam, NH, Netherlands ","7,5 χιλ. | N/A | 1,2 χιλ.",7.5,netherlands
585,EchoesHQ,Senior,15  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | N/A | N/A",8.3,netherlands
586,ING,Software Engineer 3,8  yrs,"Amsterdam, NH, Netherlands ","7,9 χιλ. | N/A | N/A",7.9,netherlands
587,Flexport,Senior Software Engineer,8  yrs,"Amsterdam, NH, Netherlands ","9,2 χιλ. | 3 χιλ. | 1 χιλ.",9.2,netherlands
588,Adyen,Software Engineer,1  yr,"Amsterdam, NH, Netherlands ","5,8 χιλ. | 1,2 χιλ. | 1,2 χιλ.",5.8,netherlands
589,Blue Harvest,Senior,7  yrs,"Amsterdam, NH, Netherlands ","4,4 χιλ. | N/A | 166,7",4.4,netherlands
590,N/A,hidden,5-10  yrs,"Amsterdam, NH, Netherlands ",5 χιλ. | N/A | N/A,5,netherlands
591,Scor Digital Solu...,Junior Back-End Developer,0  yrs,"Rotterdam, ZH, Netherlands ","2,9 χιλ. | N/A | N/A",2.9,netherlands
592,Booking.com,F,8  yrs,"Amsterdam, NH, Netherlands ","8,8 χιλ. | 1,6 χιλ. | 1,3 χιλ.",8.8,netherlands
593,Mollie,Software Engineer 1,4  yrs,"Amsterdam, NH, Netherlands ",6 χιλ. | N/A | N/A,6,netherlands
594,Bunq,Medior,7  yrs,"Amsterdam, NH, Netherlands ","7,4 χιλ. | N/A | N/A",7.4,netherlands
595,Lemonade,Senior,10  yrs,"Amsterdam, NH, Netherlands ","9,2 χιλ. | 7,5 χιλ. | N/A",9.2,netherlands
596,Lepso,Software Engineer,7  yrs,"Amsterdam, NH, Netherlands ","8,1 χιλ. | N/A | N/A",8.1,netherlands
597,StuDocu,hidden,5-10  yrs,"Amsterdam, NH, Netherlands ",5 χιλ. | N/A | N/A,5,netherlands
598,Rabobank,Senior,15  yrs,"Utrecht, UT, Netherlands ",10 χιλ. | N/A | N/A,10,netherlands
599,Capgemini,Standard,8  yrs,"Eindhoven, NB, Netherlands ","5,4 χιλ. | N/A | N/A",5.4,netherlands
600,Cloudflare,L2,5  yrs,"Amsterdam, NH, Netherlands ","7,7 χιλ. | 2,6 χιλ. | N/A",7.7,netherlands
601,Bubty,L2,14  yrs,"Amsterdam, NH, Netherlands ","8,2 χιλ. | N/A | N/A",8.2,netherlands
602,Rabobank,Senior,4  yrs,"Utrecht, UT, Netherlands ","8,9 χιλ. | N/A | N/A",8.9,netherlands
603,Nebius,G17,10  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | 2,2 χιλ. | 1,9 χιλ.",8.3,netherlands
604,Fugro,L2,8  yrs,"The Hague, ZH, Netherlands ","5,4 χιλ. | N/A | N/A",5.4,netherlands
605,Odido,Senior,7  yrs,"The Hague, ZH, Netherlands ","6,2 χιλ. | N/A | N/A",6.2,netherlands
606,EPAM Systems,L3,6  yrs,"Amsterdam, NH, Netherlands ","6,3 χιλ. | N/A | 166,7",6.3,netherlands
607,Amazon,SDE II,9  yrs,"Amsterdam, NH, Netherlands ","7,7 χιλ. | 2,5 χιλ. | N/A",7.7,netherlands
608,N/A,hidden,5-10  yrs,"Amersfoort, UT, Netherlands ","7,8 χιλ. | N/A | N/A",7.8,netherlands
609,Rabobank,9,3  yrs,"Utrecht, UT, Netherlands ","7,9 χιλ. | N/A | N/A",7.9,netherlands
610,AIMMS,hidden,5-10  yrs,"Haarlem, NH, Netherlands ","5,6 χιλ. | N/A | N/A",5.6,netherlands
611,Backbase,L2,7  yrs,"Amsterdam, NH, Netherlands ","5,8 χιλ. | N/A | N/A",5.8,netherlands
612,Flow Traders,L5,13  yrs,"Amsterdam, NH, Netherlands ","10 χιλ. | N/A | 5,2 χιλ.",10,netherlands
613,Amazon,SDE III,15  yrs,"Amsterdam, NH, Netherlands ","10 χιλ. | 6,7 χιλ. | N/A",10,netherlands
614,ING,Software Engineer 2,3  yrs,"Amsterdam, NH, Netherlands ","5,2 χιλ. | N/A | N/A",5.2,netherlands
615,NorthPool,L1,1  yr,"Leiden, ZH, Netherlands ","4,3 χιλ. | N/A | 833,3",4.3,netherlands
616,Cliq digital,Senior,9  yrs,"Amsterdam, NH, Netherlands ","5,9 χιλ. | N/A | N/A",5.9,netherlands
617,GitLab,Senior Software Engineer,10  yrs,"Amsterdam, NH, Netherlands ","10 χιλ. | 3,3 χιλ. | N/A",10,netherlands
618,Deloitte,L4,10  yrs,"Amsterdam, NH, Netherlands ","7,9 χιλ. | N/A | N/A",7.9,netherlands
619,Flow Traders,L2,2  yrs,"Amsterdam, NH, Netherlands ","6,1 χιλ. | N/A | 416,7",6.1,netherlands
620,Booking.com,F,7  yrs,"Amsterdam, NH, Netherlands ","8,3 χιλ. | 1,7 χιλ. | 1,2 χιλ.",8.3,netherlands
621,Booking.com,G,16  yrs,"Amsterdam, NH, Netherlands ","10,4 χιλ. | 3,3 χιλ. | 2,5 χιλ.",10.4,netherlands
622,BetterUp,L5,5-10  yrs,"Amsterdam, NH, Netherlands ","9,2 χιλ. | 2,5 χιλ. | N/A",9.2,netherlands
623,Sunweb,-,15  yrs,"Rotterdam, ZH, Netherlands ","4,8 χιλ. | N/A | N/A",4.8,netherlands
624,sennder,Senior,10  yrs,"Amsterdam, NH, Netherlands ","6,7 χιλ. | N/A | N/A",6.7,netherlands
625,NN Group,L2,4  yrs,"The Hague, ZH, Netherlands ","3,8 χιλ. | N/A | N/A",3.8,netherlands
626,TomTom,Software Engineer III,8  yrs,"Amsterdam, NH, Netherlands ","6,6 χιλ. | N/A | N/A",6.6,netherlands
627,Adyen,Software Engineer,3  yrs,"Amsterdam, NH, Netherlands ","5,7 χιλ. | 666,7 | 1 χιλ.",5.7,netherlands
628,Damien,-,10  yrs,"Rotterdam, ZH, Netherlands ","6,2 χιλ. | N/A | N/A",6.2,netherlands
629,Radboud Universit...,1,1  yr,"Nijmegen, GE, Netherlands ",500 | N/A | N/A,500,netherlands
630,Booking.com,G,15  yrs,"Amsterdam, NH, Netherlands ","9,9 χιλ. | 3,3 χιλ. | 1,7 χιλ.",9.9,netherlands
631,WeTransfer,Senior,20  yrs,"Amsterdam, NH, Netherlands ",10 χιλ. | N/A | N/A,10,netherlands
632,Philips,CG70,15  yrs,"Eindhoven, NB, Netherlands ",10 χιλ. | N/A | N/A,10,netherlands
633,Qblox,L2,7  yrs,"Delft, ZH, Netherlands ","5,8 χιλ. | N/A | N/A",5.8,netherlands
